datetime,cm
2022-04-19 00:00:00,167.51342281879195
2022-04-19 00:05:00,167.45637583892616
2022-04-19 00:10:00,167.46
2022-04-19 00:15:00,167.50836120401337
2022-04-19 00:20:00,167.44932432432432
2022-04-19 00:25:00,167.44781144781146
2022-04-19 00:30:00,167.40802675585283
2022-04-19 00:35:00,167.36789297658862
2022-04-19 00:40:00,167.42
2022-04-19 00:45:00,167.45
2022-04-19 00:50:00,166.93645484949832
2022-04-19 00:55:00,166.82333333333332
2022-04-19 01:00:00,166.46333333333334
2022-04-19 01:05:00,166.73986486486487
2022-04-19 01:10:00,166.7458193979933
2022-04-19 01:15:00,166.4391891891892
2022-04-19 01:20:00,166.5
2022-04-19 01:25:00,166.45150501672242
2022-04-19 01:30:00,166.45117845117846
2022-04-19 01:35:00,166.50501672240802
2022-04-19 01:40:00,166.39597315436242
2022-04-19 01:45:00,166.41216216216216
2022-04-19 01:50:00,166.44816053511707
2022-04-19 01:55:00,166.45150501672242
2022-04-19 02:00:00,166.4581939799331
2022-04-19 02:05:00,166.36577181208054
2022-04-19 02:10:00,166.46644295302013
2022-04-19 02:15:00,166.438127090301
2022-04-19 02:20:00,166.45150501672242
2022-04-19 02:25:00,166.43333333333334
2022-04-19 02:30:00,166.47333333333333
2022-04-19 02:35:00,166.44295302013424
2022-04-19 02:40:00,166.46979865771812
2022-04-19 02:45:00,166.43
2022-04-19 02:50:00,166.45973154362417
2022-04-19 02:55:00,166.50836120401337
2022-04-19 03:00:00,166.50501672240802
2022-04-19 03:05:00,166.37
2022-04-19 03:10:00,166.38926174496643
2022-04-19 03:15:00,166.46153846153845
2022-04-19 03:20:00,166.3939393939394
2022-04-19 03:25:00,166.43097643097644
2022-04-19 03:30:00,166.4648829431438
2022-04-19 03:35:00,166.42809364548495
2022-04-19 03:40:00,166.42140468227424
2022-04-19 03:45:00,166.4180602006689
2022-04-19 03:50:00,166.4581939799331
2022-04-19 03:55:00,166.42140468227424
2022-04-19 04:00:00,166.44481605351172
2022-04-19 04:05:00,166.47635135135135
2022-04-19 04:10:00,166.45973154362417
2022-04-19 04:15:00,166.44295302013424
2022-04-19 04:20:00,166.4715719063545
2022-04-19 04:25:00,166.45637583892616
2022-04-19 04:30:00,166.40802675585283
2022-04-19 04:35:00,166.35690235690237
2022-04-19 04:40:00,166.43097643097644
2022-04-19 04:45:00,166.4314381270903
2022-04-19 04:50:00,166.38795986622074
2022-04-19 04:55:00,166.4180602006689
2022-04-19 05:00:00,166.3783783783784
2022-04-19 05:05:00,166.46822742474916
2022-04-19 05:10:00,166.37458193979933
2022-04-19 05:15:00,166.43624161073825
2022-04-19 05:20:00,166.34113712374582
2022-04-19 05:25:00,166.4
2022-04-19 05:30:00,166.3993288590604
2022-04-19 05:35:00,166.39597315436242
2022-04-19 05:40:00,166.50335570469798
2022-04-19 05:45:00,166.4406779661017
2022-04-19 05:50:00,166.46938775510205
2022-04-19 05:55:00,166.37792642140468
2022-04-19 06:00:00,166.26755852842808
2022-04-19 06:05:00,165.87959866220737
2022-04-19 06:10:00,165.85333333333332
2022-04-19 06:15:00,166.0267558528428
2022-04-19 06:20:00,165.90969899665552
2022-04-19 06:25:00,165.47333333333333
2022-04-19 06:30:00,165.51006711409397
2022-04-19 06:35:00,165.43434343434345
2022-04-19 06:40:00,165.53666666666666
2022-04-19 06:45:00,165.48160535117057
2022-04-19 06:50:00,165.4882154882155
2022-04-19 06:55:00,165.5201342281879
2022-04-19 07:00:00,165.50333333333333
2022-04-19 07:05:00,165.5268456375839
2022-04-19 07:10:00,165.55369127516778
2022-04-19 07:15:00,165.64333333333335
2022-04-19 07:20:00,165.5771812080537
2022-04-19 07:25:00,165.45666666666668
2022-04-19 07:30:00,165.06333333333333
2022-04-19 07:35:00,164.76333333333332
2022-04-19 07:40:00,164.58249158249157
2022-04-19 07:45:00,164.59395973154363
2022-04-19 07:50:00,164.63333333333333
2022-04-19 07:55:00,164.5752508361204
2022-04-19 08:00:00,164.60535117056855
2022-04-19 08:05:00,164.63050847457626
2022-04-19 08:10:00,164.64093959731542
2022-04-19 08:15:00,165.34228187919464
2022-04-19 08:20:00,165.59333333333333
2022-04-19 08:25:00,165.63087248322148
2022-04-19 08:30:00,165.59866220735785
2022-04-19 08:35:00,165.59866220735785
2022-04-19 08:40:00,165.55555555555554
2022-04-19 08:45:00,165.5777027027027
2022-04-19 08:50:00,164.99665551839465
2022-04-19 08:55:00,165.1043771043771
2022-04-19 09:00:00,164.92307692307693
2022-04-19 09:05:00,164.65
2022-04-19 09:10:00,164.63545150501673
2022-04-19 09:15:00,164.65878378378378
2022-04-19 09:20:00,164.65
2022-04-19 09:25:00,164.68707482993196
2022-04-19 09:30:00,164.6744966442953
2022-04-19 09:35:00,164.77333333333334
2022-04-19 09:40:00,165.24496644295303
2022-04-19 09:45:00,166.50836120401337
2022-04-19 09:50:00,166.7859531772575
2022-04-19 09:55:00,166.86622073578596
2022-04-19 10:00:00,166.78523489932886
2022-04-19 10:05:00,166.83612040133778
2022-04-19 10:10:00,166.63545150501673
2022-04-19 10:15:00,166.68243243243242
2022-04-19 10:20:00,166.13087248322148
2022-04-19 10:25:00,165.87
2022-04-19 10:30:00,165.90604026845637
2022-04-19 10:35:00,165.8255033557047
2022-04-19 10:40:00,165.73898305084745
2022-04-19 10:45:00,165.4180602006689
2022-04-19 10:50:00,165.71812080536913
2022-04-19 10:55:00,165.73154362416108
2022-04-19 11:00:00,164.9228187919463
2022-04-19 11:05:00,164.57333333333332
2022-04-19 11:10:00,164.76430976430976
2022-04-19 11:15:00,164.73809523809524
2022-04-19 11:20:00,165.35117056856188
2022-04-19 11:25:00,167.2248322147651
2022-04-19 11:30:00,167.77591973244148
2022-04-19 11:35:00,167.5685618729097
2022-04-19 11:40:00,167.03691275167785
2022-04-19 11:45:00,166.74410774410774
2022-04-19 11:50:00,166.83561643835617
2022-04-19 11:55:00,166.7979797979798
2022-04-19 12:00:00,166.85906040268458
2022-04-19 12:05:00,166.49333333333334
2022-04-19 12:10:00,166.55183946488293
2022-04-19 12:15:00,166.33333333333334
2022-04-19 12:20:00,165.8896321070234
2022-04-19 12:25:00,166.0949152542373
2022-04-19 12:30:00,165.8221476510067
2022-04-19 12:35:00,165.85906040268458
2022-04-19 12:40:00,165.83277591973246
2022-04-19 12:45:00,165.8494983277592
2022-04-19 12:50:00,165.58724832214764
2022-04-19 12:55:00,165.52508361204013
2022-04-19 13:00:00,164.9090909090909
2022-04-19 13:05:00,165.17391304347825
2022-04-19 13:10:00,164.9591836734694
2022-04-19 13:15:00,164.86241610738256
2022-04-19 13:20:00,164.93645484949832
2022-04-19 13:25:00,164.84615384615384
2022-04-19 13:30:00,164.83333333333334
2022-04-19 13:35:00,164.77364864864865
2022-04-19 13:40:00,164.81270903010034
2022-04-19 13:45:00,166.13758389261744
2022-04-19 13:50:00,167.80872483221478
2022-04-19 13:55:00,168.29096989966555
2022-04-19 14:00:00,168.05
2022-04-19 14:05:00,167.95317725752508
2022-04-19 14:10:00,167.88590604026845
2022-04-19 14:15:00,167.83
2022-04-19 14:20:00,167.79598662207357
2022-04-19 14:25:00,167.8080808080808
2022-04-19 14:30:00,167.73666666666668
2022-04-19 14:35:00,167.69463087248323
2022-04-19 14:40:00,167.68120805369128
2022-04-19 14:45:00,167.2809364548495
2022-04-19 14:50:00,167.1510067114094
2022-04-19 14:55:00,167.1170568561873
2022-04-19 15:00:00,166.83946488294313
2022-04-19 15:05:00,166.83221476510067
2022-04-19 15:10:00,167.05387205387206
2022-04-19 15:15:00,168.34680134680136
2022-04-19 15:20:00,170.2237762237762
2022-04-19 15:25:00,170.92105263157896
2022-04-19 15:30:00,171.0
2022-04-19 15:35:00,171.0
2022-04-19 15:40:00,171.0
2022-04-19 15:45:00,171.0
2022-04-19 15:50:00,171.0
2022-04-19 15:55:00,170.98245614035088
2022-04-19 16:00:00,170.98245614035088
2022-04-19 16:05:00,171.0
2022-04-19 16:10:00,170.94871794871796
2022-04-19 16:15:00,171.0
2022-04-19 16:20:00,170.80434782608697
2022-04-19 16:25:00,170.82051282051282
2022-04-19 16:30:00,170.76956521739132
2022-04-19 16:35:00,170.81521739130434
2022-04-19 16:40:00,170.77815699658703
2022-04-19 16:45:00,170.63986013986013
2022-04-19 16:50:00,170.7235494880546
2022-04-19 16:55:00,170.71929824561403
2022-04-19 17:00:00,170.65505226480838
2022-04-19 17:05:00,170.6159169550173
2022-04-19 17:10:00,170.60553633217992
2022-04-19 17:15:00,170.58965517241379
2022-04-19 17:20:00,170.50511945392492
2022-04-19 17:25:00,169.9965870307167
2022-04-19 17:30:00,169.74410774410774
2022-04-19 17:35:00,169.56666666666666
2022-04-19 17:40:00,169.56375838926175
2022-04-19 17:45:00,169.59459459459458
2022-04-19 17:50:00,169.56375838926175
2022-04-19 17:55:00,169.55369127516778
2022-04-19 18:00:00,169.59259259259258
2022-04-19 18:05:00,169.60738255033556
2022-04-19 18:10:00,169.5685618729097
2022-04-19 18:15:00,169.57094594594594
2022-04-19 18:20:00,169.55102040816325
2022-04-19 18:25:00,169.34113712374582
2022-04-19 18:30:00,168.56521739130434
2022-04-19 18:35:00,168.49832775919734
2022-04-19 18:40:00,168.52333333333334
2022-04-19 18:45:00,168.46333333333334
2022-04-19 18:50:00,168.54882154882154
2022-04-19 18:55:00,168.47457627118644
2022-04-19 19:00:00,168.4765100671141
2022-04-19 19:05:00,168.4882154882155
2022-04-19 19:10:00,168.5
2022-04-19 19:15:00,168.54849498327758
2022-04-19 19:20:00,168.56521739130434
2022-04-19 19:25:00,168.58389261744966
2022-04-19 19:30:00,168.4915824915825
2022-04-19 19:35:00,168.27702702702703
2022-04-19 19:40:00,167.94630872483222
2022-04-19 19:45:00,167.61872909698997
2022-04-19 19:50:00,167.54333333333332
2022-04-19 19:55:00,167.65771812080536
2022-04-19 20:00:00,167.62585034013605
2022-04-19 20:05:00,167.59731543624162
2022-04-19 20:10:00,167.5738255033557
2022-04-19 20:15:00,167.60677966101696
2022-04-19 20:20:00,167.54333333333332
2022-04-19 20:25:00,167.5685618729097
2022-04-19 20:30:00,167.5738255033557
2022-04-19 20:35:00,167.5268456375839
2022-04-19 20:40:00,167.48993288590603
2022-04-19 20:45:00,167.50675675675674
2022-04-19 20:50:00,167.51677852348993
2022-04-19 20:55:00,167.57094594594594
2022-04-19 21:00:00,167.44
2022-04-19 21:05:00,167.53846153846155
2022-04-19 21:10:00,167.4915824915825
2022-04-19 21:15:00,167.57912457912457
2022-04-19 21:20:00,167.43
2022-04-19 21:25:00,167.34113712374582
2022-04-19 21:30:00,167.1371237458194
2022-04-19 21:35:00,166.8922558922559
2022-04-19 21:40:00,166.60666666666665
2022-04-19 21:45:00,166.90301003344482
2022-04-19 21:50:00,166.64333333333335
2022-04-19 21:55:00,166.49
2022-04-19 22:00:00,166.38127090301003
2022-04-19 22:05:00,166.4915254237288
2022-04-19 22:10:00,166.52508361204013
2022-04-19 22:15:00,166.55704697986576
2022-04-19 22:20:00,166.47297297297297
2022-04-19 22:25:00,166.56333333333333
2022-04-19 22:30:00,166.4581939799331
2022-04-19 22:35:00,166.57333333333332
2022-04-19 22:40:00,166.44295302013424
2022-04-19 22:45:00,166.45333333333335
2022-04-19 22:50:00,166.55852842809364
2022-04-19 22:55:00,166.438127090301
2022-04-19 23:00:00,166.43197278911563
2022-04-19 23:05:00,166.4046822742475
2022-04-19 23:10:00,166.3783783783784
2022-04-19 23:15:00,166.4765100671141
2022-04-19 23:20:00,166.42333333333335
2022-04-19 23:25:00,166.0066889632107
2022-04-19 23:30:00,166.16
2022-04-19 23:35:00,166.11447811447812
2022-04-19 23:40:00,165.986531986532
2022-04-19 23:45:00,165.9090909090909
2022-04-19 23:50:00,165.54515050167225
2022-04-19 23:55:00,165.51677852348993
